from_totally_fake_account,month,total_monthly_spent
52943,11,2567.66
52943,12,3023.57
52955,1,1472.21
52955,2,1649.3
52955,3,1291.95
52955,4,1413.8799999999999
52955,5,1260.6399999999999
52955,6,1214.8
52955,7,1606.97
52955,8,1689.31
52955,9,1302.43
52955,10,1594.73
52955,11,1471.88
52955,12,2001.84
52964,1,3335.64
52964,2,2377.4900000000002
52964,3,2174.35
52964,4,2300.79
52964,5,3242.56
52964,6,2246.98
52964,7,2928.7
52964,8,2869.71
52964,9,2870.89
52964,10,2441.68
52964,11,2197.56
52964,12,2672.03
52969,1,1502.43
52969,2,1766.98
52969,3,1440.69
52969,4,1908.43
52969,5,1203.78
52969,6,2036.38
52969,7,1761.37
52969,8,1418.56
52969,9,1828.74
52969,10,1105.06
52969,11,1477.39
52969,12,1911.69
52977,1,1626.14
52977,2,1582.49
52977,3,1772.09
52977,4,1705.1299999999999
52977,5,1759.81
52977,6,1480.17
52977,7,1562.88
52977,8,1519.97
52977,9,1498.94
52977,10,1722.6399999999999
52977,11,1426.87
52977,12,2015.99
53000,1,2059.39
53000,2,1687.12
53000,3,2140.79
53000,4,1636.8600000000001
53000,5,1867.2
53000,6,1779.53
53000,7,2206.86
53000,8,1956.29
53000,9,1644.15
53000,10,1685.71
53000,11,1672.18
53000,12,2212.55
53016,1,1602.71
53016,2,1897.93
53016,3,1760.12
53016,4,1846.0
53016,5,1816.44
53016,6,1432.84
53016,7,1810.35
53016,8,1600.15
53016,9,1598.0
53016,10,1852.25
53016,11,1578.99
53016,12,2341.86
53043,1,1386.3799999999999
53043,2,1561.29
53043,3,1809.62
53043,4,1262.74
53043,5,1742.79
53043,6,1440.65
53043,7,1461.93
53043,8,944.8
53043,9,1676.4099999999999
53043,10,1640.1200000000001
53043,11,1726.7
53043,12,1819.84
53054,1,1508.15
53054,2,1282.62
53054,3,1116.8
53054,4,1196.72
53054,5,1746.1200000000001
53054,6,1322.69
53054,7,1288.56
53054,8,1762.9
53054,9,881.95
53054,10,1489.56
53054,11,1008.36
53054,12,1768.37
53055,1,3518.88
53055,2,2455.08
53055,3,3106.54
53055,4,2852.45
53055,5,2642.98
53055,6,2774.61
53055,7,3365.88
53055,8,3272.38
53055,9,2796.66
53055,10,3446.06
53055,11,2599.7200000000003
53055,12,2547.79
53062,1,2332.52
53062,2,2669.68
53062,3,2591.66
53062,4,3371.7000000000003
53062,5,3248.78
53062,6,2282.9100000000003
53062,7,2633.31
53062,8,3289.2799999999997
53062,9,3573.86
53062,10,2252.27
53062,11,2474.94
53062,12,2681.29
53066,1,1477.78
53066,2,1281.64
53066,3,1651.57
53066,4,1241.01
53066,5,1165.44
53066,6,1495.72
53066,7,1547.84
53066,8,1508.6299999999999
53066,9,1224.27
53066,10,1476.31
53066,11,1542.84
53066,12,1933.82
53100,1,1402.08
53100,2,1292.48
53100,3,1403.04
53100,4,1159.05
53100,5,1301.19
53100,6,1243.98
53100,7,1556.21
53100,8,1206.72
53100,9,1278.76
53100,10,1354.64
53100,11,1884.85
53100,12,1471.47
53105,1,2528.03
53105,2,2218.29
53105,3,2352.93
53105,4,2019.4499999999998
53105,5,3132.64
53105,6,2845.81
53105,7,1847.94
53105,8,2653.97
53105,9,2345.82
53105,10,2636.9700000000003
53105,11,2720.12
53105,12,2910.34
53125,1,1411.83
53125,2,1092.24
53125,3,1228.44
53125,4,1459.78
53125,5,1133.87
53125,6,1613.28
53125,7,1498.27
53125,8,1205.83
53125,9,1027.32
53125,10,1441.13
53125,11,1342.73
53125,12,1868.19
53137,1,2809.74
53137,2,2019.83
53137,3,2197.75
53137,4,1791.95
53137,5,2855.84
53137,6,3068.82
53137,7,2658.28
53137,8,1901.8600000000001
53137,9,2775.31
53137,10,2396.23
53137,11,2291.7799999999997
53137,12,2423.2400000000002
53145,1,2700.52
53145,2,2217.39
53145,3,3068.16
53145,4,2561.6
53145,5,3402.64
53145,6,2564.7599999999998
53145,7,2412.89
53145,8,2631.35
53145,9,3170.58
53145,10,3187.89
53145,11,2171.04
53145,12,2177.53
53165,1,1917.71
53165,2,1674.96
53165,3,2184.15
53165,4,2009.67
53165,5,2004.47
53165,6,1983.91
53165,7,1814.64
53165,8,1864.43
53165,9,1824.82
53165,10,1595.42
53165,11,2094.48
53165,12,1995.32
53166,1,2059.6
53166,2,2459.88
53166,3,2048.07
53166,4,1996.18
53166,5,2181.17
53166,6,2006.86
53166,7,2263.25
53166,8,2023.59
53166,9,1994.62
53166,10,2222.25
53166,11,1800.3799999999999
53166,12,2452.62
53173,1,2509.5
53173,2,2103.25
53173,3,2720.4100000000003
53173,4,2041.23
53173,5,2158.23
53173,6,2502.01
53173,7,2255.05
53173,8,2163.24
53173,9,2248.38
53173,10,2809.47
53173,11,2599.35
53173,12,2838.13
53177,1,1522.8899999999999
53177,2,1842.68
53177,3,2200.46
53177,4,1314.68
53177,5,1531.8
53177,6,1833.88
53177,7,1753.94
53177,8,2035.57
53177,9,1689.83
53177,10,1660.45
53177,11,2443.45
53177,12,2371.43
53181,1,1268.71
53181,2,969.76
53181,3,1049.6
53181,4,1101.29
53181,5,846.17
53181,6,1145.58
53181,7,916.8199999999999
53181,8,1116.75
53181,9,1189.64
53181,10,923.0799999999999
53181,11,1147.9
53181,12,1259.4
53182,1,2593.27
53182,2,2568.08
53182,3,3341.28
53182,4,2300.17
53182,5,2488.6
53182,6,2422.3
53182,7,1972.64
53182,8,2432.48
53182,9,2868.4900000000002
53182,10,3110.64
53182,11,2268.09
53182,12,3385.35
53207,1,1457.96
53207,2,1633.5
53207,3,1967.7
53207,4,1447.31
53207,5,2175.08
53207,6,1884.76
53207,7,1665.59
53207,8,1719.08
53207,9,1662.5
53207,10,1680.47
53207,11,1713.0
53207,12,2098.89
53215,1,1652.04
53215,2,1824.53
53215,3,1766.31
53215,4,2022.82
53215,5,2066.4
53215,6,1697.45
53215,7,1693.92
53215,8,1642.03
53215,9,1626.78
53215,10,1668.86
53215,11,1648.1100000000001
53215,12,2257.75
53217,1,1294.34
53217,2,1648.83
53217,3,1495.72
53217,4,1560.82
53217,5,1833.77
53217,6,1141.17
53217,7,1430.47
53217,8,1200.37
53217,9,1517.6399999999999
53217,10,1145.82
53217,11,1306.44
53217,12,1773.64
53229,1,1121.46
53229,2,587.03
53229,3,1080.22
53229,4,998.6
53229,5,1291.18
53229,6,1145.44
53229,7,890.9300000000001
53229,8,1041.23
53229,9,1234.66
53229,10,897.63
53229,11,1434.49
53229,12,1316.74
53235,1,3102.0
53235,2,3258.52
53235,3,2825.4700000000003
53235,4,2370.32
53235,5,2190.55
53235,6,2745.0499999999997
53235,7,2646.8
53235,8,2505.66
53235,9,2387.78
53235,10,3233.7
53235,11,2369.55
53235,12,2964.85
53258,1,1910.59
53258,2,1179.82
53258,3,1435.36
53258,4,1553.36
53258,5,1899.25
53258,6,1437.95
53258,7,1747.92
53258,8,1664.83
53258,9,1771.28
53258,10,1664.15
53258,11,1296.48
53258,12,1939.99
53271,1,1039.9
53271,2,749.29
53271,3,884.39
53271,4,996.96
53271,5,1186.11
53271,6,1066.12
53271,7,1105.74
53271,8,972.1700000000001
53271,9,982.51
53271,10,1037.17
53271,11,1362.88
53271,12,1227.6
53275,1,2123.5
53275,2,2125.74
53275,3,2027.2
53275,4,1968.98
53275,5,2195.77
53275,6,2139.81
53275,7,1735.9299999999998
53275,8,2467.2599999999998
53275,9,2055.7
53275,10,1823.6200000000001
53275,11,1843.6100000000001
53275,12,2527.65
53280,1,2159.24
53280,2,2282.25
53280,3,2249.98
53280,4,2304.16
53280,5,2493.66
53280,6,2130.12
53280,7,2313.73
53280,8,1973.6200000000001
53280,9,2277.62
53280,10,2055.96
53280,11,2438.92
53280,12,3105.7
53310,1,1393.16
53310,2,964.84
53310,3,1829.99
53310,4,2217.11
53310,5,1640.35
53310,6,1385.73
53310,7,1649.06
53310,8,1728.25
53310,9,1286.0
53310,10,1903.81
53310,11,1516.23
53310,12,1881.51
53315,1,1897.99
53315,2,1472.74
53315,3,1662.85
53315,4,1977.94
53315,5,2385.68
53315,6,1872.57
53315,7,1811.76
53315,8,1671.73
53315,9,1956.01
53315,10,2270.87
53315,11,1642.88
53315,12,2511.31
53329,1,905.57
53329,2,1026.52
53329,3,928.14
53329,4,949.49
53329,5,1567.34
53329,6,999.5
53329,7,1112.98
53329,8,1322.18
53329,9,1153.72
53329,10,954.89
53329,11,1076.7
53329,12,1453.82
53335,1,1202.55
53335,2,1067.97
53335,3,1341.65
53335,4,1303.02
53335,5,1379.42
53335,6,1643.61
53335,7,1379.01
53335,8,1194.12
53335,9,1214.51
53335,10,1246.24
53335,11,1199.67
53335,12,1740.55
53354,1,1175.08
53354,2,1434.88
53354,3,1518.52
53354,4,1765.83
53354,5,1199.88
53354,6,1643.69
53354,7,1263.44
53354,8,1547.83
53354,9,1321.8999999999999
53354,10,1445.35
53354,11,1428.61
53354,12,1923.61
53367,1,1665.49
53367,2,1450.21
53367,3,1752.01
53367,4,2183.71
53367,5,1707.98
53367,6,1231.88
53367,7,1622.54
53367,8,2042.78
53367,9,1345.93
53367,10,2001.32
53367,11,1633.4
53367,12,1862.1499999999999
53386,1,1738.5500000000002
53386,2,1671.0
53386,3,1966.34
53386,4,1774.56
53386,5,1799.58
53386,6,1624.39
53386,7,1832.09
53386,8,2132.1
53386,9,1700.2
53386,10,1841.8899999999999
53386,11,1815.49
53386,12,2147.94
53388,1,1310.6
53388,2,1277.94
53388,3,1299.1299999999999
53388,4,1535.65
53388,5,1314.38
53388,6,1063.08
53388,7,1072.58
53388,8,1639.89
53388,9,827.28
53388,10,1192.92
53388,11,1419.73
53388,12,1638.84
53399,1,2533.93
53399,2,3237.0099999999998
53399,3,2943.7599999999998
53399,4,3144.84
53399,5,2139.9500000000003
53399,6,2315.29
53399,7,2186.34
53399,8,3088.98
53399,9,2745.5
53399,10,2953.29
53399,11,2291.76
53399,12,3334.79
53425,1,2375.26
53425,2,1665.32
53425,3,2018.45
53425,4,1951.9
53425,5,2394.56
53425,6,2378.9700000000003
53425,7,1601.18
53425,8,2174.03
53425,9,1772.17
53425,10,1906.6899999999998
53425,11,1511.0700000000002
53425,12,2595.5499999999997
53431,1,780.39
53431,2,1034.0
53431,3,1118.6
53431,4,850.71
53431,5,984.5
53431,6,1331.2
53431,7,1074.3
53431,8,1214.06
53431,9,921.25
53431,10,1019.6
53431,11,1337.91
53431,12,1339.24
53440,1,1289.12
53440,2,1157.81
53440,3,1490.98
53440,4,1023.81
53440,5,1030.32
53440,6,1642.32
53440,7,1329.41
53440,8,1220.02
53440,9,990.0
53440,10,1150.29
53440,11,984.46
53440,12,1716.1299999999999
53441,1,2014.19
53441,2,1462.16
53441,3,2108.35
53441,4,2104.2400000000002
53441,5,1745.08
53441,6,2040.75
53441,7,1968.22
53441,8,1770.59
53441,9,1678.9
53441,10,1750.97
53441,11,2308.58
53441,12,2573.58
53444,1,2909.6
53444,2,2748.43
53444,3,2810.67
53444,4,3431.0
53444,5,2164.34
53444,6,3687.39
53444,7,2901.7400000000002
53444,8,2730.31
53444,9,3389.78
53444,10,3408.29
53444,11,3126.69
53444,12,3255.69
53449,1,2190.12
53449,2,2881.23
53449,3,2782.65
53449,4,3114.17
53449,5,2807.17
53449,6,2349.8
53449,7,3414.26
53449,8,3216.85
53449,9,3102.78
53449,10,2376.53
53449,11,3276.09
53449,12,2820.05
53453,1,3105.2
53453,2,2290.79
53453,3,2384.83
53453,4,2098.35
53453,5,2942.5
53453,6,2546.48
53453,7,2889.99
53453,8,3041.48
53453,9,2173.39
53453,10,3243.4399999999996
53453,11,2337.88
53453,12,3015.25
53457,1,2628.1
53457,2,2780.84
53457,3,2416.02
53457,4,2893.8
53457,5,2407.9700000000003
53457,6,2939.09
53457,7,3123.25
53457,8,3481.79
53457,9,3171.47
53457,10,2892.76
53457,11,3280.25
53457,12,2689.98
53471,1,2290.18
53471,2,1866.53
53471,3,2734.08
53471,4,2102.52
53471,5,2278.98
53471,6,2020.97
53471,7,2182.83
53471,8,1930.08
53471,9,1948.79
53471,10,2106.19
53471,11,2202.69
53471,12,2496.45
53481,1,1609.98
53481,2,1611.04
53481,3,1742.11
53481,4,1426.6200000000001
53481,5,1822.44
53481,6,2010.84
53481,7,1779.75
53481,8,1479.41
53481,9,1459.62
53481,10,1562.1000000000001
53481,11,1913.32
53481,12,2333.13
53494,1,1978.38
53494,2,1608.8
53494,3,2122.47
53494,4,1642.9099999999999
53494,5,2384.03
53494,6,1976.93
53494,7,1913.07
53494,8,2366.39
53494,9,1922.03
53494,10,1795.96
53494,11,2066.84
53494,12,2256.96
53511,1,1580.28
53511,2,1329.77
53511,3,1961.69
53511,4,1388.64
53511,5,1215.47
53511,6,1738.25
53511,7,2100.85
53511,8,1583.2
53511,9,1247.9
53511,10,1731.44
53511,11,1450.97
53511,12,2029.45
53512,1,1890.85
53512,2,1628.37
53512,3,1607.66
53512,4,1602.23
53512,5,1858.62
53512,6,1360.81
53512,7,1646.75
53512,8,1309.65
53512,9,1720.56
53512,10,1711.14
53512,11,1444.7
53512,12,1420.69
53525,1,1708.04
53525,2,1535.36
53525,3,2019.97
53525,4,1543.03
53525,5,1514.97
53525,6,1708.32
53525,7,1662.02
53525,8,1524.57
53525,9,1265.68
53525,10,1748.54
53525,11,1692.96
53525,12,1902.0
53527,1,1109.67
53527,2,792.42
53527,3,1408.76
53527,4,938.62
53527,5,1104.53
53527,6,1070.04
53527,7,1173.52
53527,8,1187.84
53527,9,1161.43
53527,10,901.46
53527,11,1235.19
53527,12,1354.6
53532,1,1000.35
53532,2,1283.73
53532,3,1436.29
53532,4,1291.28
53532,5,1615.91
53532,6,1508.71
53532,7,1440.44
53532,8,1165.59
53532,9,1399.79
53532,10,1366.47
53532,11,1318.51
53532,12,1860.81
53534,1,1809.81
53534,2,1641.94
53534,3,2060.94
53534,4,1489.01
53534,5,1767.8
53534,6,1703.56
53534,7,1414.94
53534,8,1471.74
53534,9,1703.77
53534,10,1839.01
53534,11,1451.6499999999999
53534,12,2565.9
53536,1,2419.12
53536,2,2025.12
53536,3,2005.74
53536,4,1871.45
53536,5,2188.4
53536,6,2061.4700000000003
53536,7,2237.83
53536,8,2127.43
53536,9,2093.73
53536,10,2247.86
53536,11,2188.82
53536,12,2612.9
53545,1,1804.28
53545,2,1401.97
53545,3,1804.6100000000001
53545,4,1754.95
53545,5,1743.29
53545,6,1438.7
53545,7,1486.54
53545,8,1777.46
53545,9,1534.46
53545,10,1731.12
53545,11,1464.6200000000001
53545,12,1866.06
53586,1,2616.78
53586,2,2789.49
53586,3,2058.98
53586,4,2406.77
53586,5,3281.5
53586,6,2463.57
53586,7,2731.43
53586,8,3064.07
53586,9,2840.06
53586,10,3222.21
53586,11,3019.27
53586,12,2737.82
53592,1,2733.66
53592,2,2188.91
53592,3,2856.52
53592,4,2669.16
53592,5,2227.4
53592,6,2890.74
53592,7,2686.06
53592,8,2630.93
53592,9,3106.67
53592,10,2138.93
53592,11,2818.61
53592,12,2821.62
53605,1,1201.24
53605,2,1069.31
53605,3,962.5600000000001
53605,4,1068.91
53605,5,1586.97
53605,6,1131.07
53605,7,1545.26
53605,8,1469.45
53605,9,1099.09
53605,10,1427.68
53605,11,852.42
53605,12,1753.43
53615,1,1677.79
53615,2,1895.22
53615,3,1753.96
53615,4,2035.1
53615,5,1563.1000000000001
53615,6,1750.74
53615,7,1659.8600000000001
53615,8,1893.48
53615,9,2000.04
53615,10,1747.1599999999999
53615,11,1748.45
53615,12,2485.96
53618,1,1587.21
53618,2,1394.2
53618,3,1964.73
53618,4,1417.66
53618,5,1557.6599999999999
53618,6,1172.92
53618,7,1625.08
53618,8,1326.72
53618,9,1310.64
53618,10,1454.92
53618,11,1523.05
53618,12,1686.34
53625,1,2438.88
53625,2,2344.29
53625,3,3249.83
53625,4,2947.08
53625,5,2313.17
53625,6,2482.15
53625,7,2473.43
53625,8,2867.08
53625,9,2772.7799999999997
53625,10,3234.0
53625,11,3016.0099999999998
53625,12,3787.4100000000003
53637,1,2438.2200000000003
53637,2,2169.0
53637,3,2212.08
53637,4,2177.12
53637,5,2204.66
53637,6,2183.45
53637,7,2155.98
53637,8,2015.08
53637,9,2034.28
53637,10,2175.4700000000003
53637,11,1928.59
53637,12,2243.27
53668,1,1765.71
53668,2,1156.28
53668,3,1908.29
53668,4,1776.84
53668,5,1537.2
53668,6,1662.1399999999999
53668,7,1961.25
53668,8,1457.78
53668,9,1449.3
53668,10,2177.4
53668,11,1897.11
53668,12,1836.88
53674,1,659.26
53674,2,1120.28
53674,3,1325.6200000000001
53674,4,763.16
53674,5,916.13
53674,6,1081.03
53674,7,666.96
53674,8,1212.12
53674,9,1022.02
53674,10,1300.36
53674,11,1196.02
53674,12,1091.72
53677,1,2748.3
53677,2,2743.24
53677,3,2407.79
53677,4,2723.59
53677,5,2535.56
53677,6,3311.29
53677,7,1936.1599999999999
53677,8,3087.67
53677,9,2258.2
53677,10,3399.6
53677,11,1886.1299999999999
53677,12,2336.41
53678,1,2454.88
53678,2,1906.07
53678,3,3036.5099999999998
53678,4,3114.13
53678,5,2200.08
53678,6,2999.13
53678,7,2940.4
53678,8,2631.6600000000003
53678,9,2359.5
53678,10,2731.85
53678,11,2944.18
53678,12,4143.22
53693,1,1863.45
53693,2,1565.1799999999998
53693,3,1724.1399999999999
53693,4,1280.08
53693,5,1682.13
53693,6,1617.8799999999999
53693,7,1510.87
53693,8,1354.55
53693,9,1527.3899999999999
53693,10,1829.3
53693,11,1549.81
53693,12,2037.41
53703,1,1224.69
53703,2,1042.98
53703,3,1045.1200000000001
53703,4,1512.6
53703,5,1554.52
53703,6,980.61
53703,7,1830.49
53703,8,1216.2
53703,9,1614.76
53703,10,1560.49
53703,11,1719.6200000000001
53703,12,1516.26
53710,1,1158.83
53710,2,1516.17
53710,3,1490.35
53710,4,1620.42
53710,5,1564.68
53710,6,1682.36
53710,7,1383.3600000000001
53710,8,1115.66
53710,9,1302.47
53710,10,1454.03
53710,11,1844.13
53710,12,1319.8
53730,1,2058.2999999999997
53730,2,2084.6
53730,3,2077.38
53730,4,2056.73
53730,5,2108.52
53730,6,2212.89
53730,7,1980.43
53730,8,2129.12
53730,9,1999.51
53730,10,2294.68
53730,11,1965.74
53730,12,2754.32
53734,1,1089.89
53734,2,1425.33
53734,3,1494.81
53734,4,1334.27
53734,5,1583.31
53734,6,1480.6
53734,7,1409.02
53734,8,1336.6
53734,9,1218.6200000000001
53734,10,1457.97
53734,11,1370.3799999999999
53734,12,1797.04
53737,1,1417.72
53737,2,1635.9
53737,3,1404.8
53737,4,1583.87
53737,5,1373.24
53737,6,1583.72
53737,7,1366.43
53737,8,1595.47
53737,9,1603.58
53737,10,1454.66
53737,11,1325.48
53737,12,2011.34
53759,1,1462.85
53759,2,1485.53
53759,3,1300.45
53759,4,1602.61
53759,5,1802.96
53759,6,1486.74
53759,7,1586.46
53759,8,1654.94
53759,9,1213.48
53759,10,1197.87
53759,11,1423.48
53759,12,2145.9900000000002
53781,1,2455.54
53781,2,2908.36
53781,3,2313.74
53781,4,1920.78
53781,5,2406.91
53781,6,2276.04
53781,7,1668.38
53781,8,2160.17
53781,9,1887.68
53781,10,1802.09
53781,11,1799.78
53781,12,2174.38
53795,1,2170.26
53795,2,1714.55
53795,3,1713.68
53795,4,1717.79
53795,5,1710.96
53795,6,1776.75
53795,7,1789.93
53795,8,1237.71
53795,9,1615.8
53795,10,1697.5800000000002
53795,11,1773.32
53795,12,2030.53
53797,1,2528.67
53797,2,2424.92
53797,3,1904.26
53797,4,2772.88
53797,5,2098.43
53797,6,2463.7999999999997
53797,7,1773.56
53797,8,2984.87
53797,9,2497.75
53797,10,2672.2200000000003
53797,11,2444.94
53797,12,2817.41
53806,1,2791.61
53806,2,2779.4900000000002
53806,3,2675.27
53806,4,2540.96
53806,5,2409.85
53806,6,2909.39
53806,7,2127.17
53806,8,3241.59
53806,9,2782.06
53806,10,2568.65
53806,11,2778.49
53806,12,2666.3
53807,1,2224.0
53807,2,1997.49
53807,3,2449.18
53807,4,2027.5700000000002
53807,5,2220.81
53807,6,1924.8600000000001
53807,7,2366.13
53807,8,2243.56
53807,9,1890.02
53807,10,2106.0099999999998
53807,11,2327.02
53807,12,2474.4900000000002
53813,1,1618.02
53813,2,1114.7
53813,3,1295.89
53813,4,1281.06
53813,5,1615.99
53813,6,1279.55
53813,7,1369.52
53813,8,1591.28
53813,9,1376.42
53813,10,1333.78
53813,11,1382.94
53813,12,1507.03
53816,1,2782.21
53816,2,2223.37
53816,3,2829.56
53816,4,2770.6
53816,5,2812.0
53816,6,2592.46
53816,7,2301.72
53816,8,2628.15
53816,9,3150.5
53816,10,2482.43
53816,11,3014.37
53816,12,3206.66
53826,1,1918.8
53826,2,2807.27
53826,3,2123.74
53826,4,2125.0299999999997
53826,5,3068.5099999999998
53826,6,3032.38
53826,7,1928.0
53826,8,2896.74
53826,9,2670.41
53826,10,2133.53
53826,11,2792.23
53826,12,3085.56
53842,1,1166.41
53842,2,1322.64
53842,3,1447.61
53842,4,1219.36
53842,5,1356.06
53842,6,1376.73
53842,7,1039.37
53842,8,1418.48
53842,9,1164.31
53842,10,1606.45
53842,11,1404.39
53842,12,1463.41
53873,1,1266.62
53873,2,1297.0
53873,3,1034.05
53873,4,1552.86
53873,5,1292.36
53873,6,978.69
53873,7,1149.15
53873,8,1417.34
53873,9,1154.74
53873,10,1023.27
53873,11,1214.33
53873,12,1501.56
53898,1,2719.4
53898,2,2481.91
53898,3,2654.59
53898,4,2669.43
53898,5,2950.83
53898,6,2937.78
53898,7,3452.25
53898,8,3007.63
53898,9,2495.0
53898,10,3019.48
53898,11,2331.73
53898,12,2700.09
53900,1,2663.56
53900,2,2867.27
53900,3,2306.45
53900,4,2214.96
53900,5,2876.32
53900,6,3011.82
53900,7,2583.31
53900,8,2883.0
53900,9,2817.36
53900,10,3141.73
53900,11,3217.3
53900,12,2761.85
53917,1,1548.1599999999999
53917,2,1429.0
53917,3,1678.6699999999998
53917,4,1453.18
53917,5,2010.62
53917,6,1723.48
53917,7,1365.28
53917,8,1543.2
53917,9,1659.3
53917,10,1757.26
53917,11,1762.42
53917,12,2024.06
53929,1,1557.09
53929,2,1393.53
53929,3,1492.74
53929,4,1240.37
53929,5,1365.15
53929,6,1241.19
53929,7,1187.09
53929,8,1155.45
53929,9,1270.95
53929,10,1128.79
53929,11,1188.08
53929,12,1925.35
53932,1,2041.8999999999999
53932,2,1767.41
53932,3,2263.6
53932,4,2180.62
53932,5,2977.95
53932,6,2810.67
53932,7,2059.08
53932,8,2054.91
53932,9,1671.6399999999999
53932,10,2758.6
53932,11,2308.62
53932,12,2957.78
53940,1,1934.54
53940,2,2023.97
53940,3,2034.47
53940,4,1641.49
53940,5,2489.4700000000003
53940,6,1701.9099999999999
53940,7,1681.36
53940,8,1626.88
53940,9,1970.31
53940,10,1873.68
53940,11,1767.44
53940,12,2512.06
53953,1,1487.49
53953,2,1601.92
53953,3,1794.53
53953,4,1429.52
53953,5,1721.03
53953,6,1387.9
53953,7,1466.13
53953,8,705.85
53953,9,1481.0700000000002
53953,10,1877.82
53953,11,1546.3
53953,12,2174.5
53974,1,2189.9700000000003
53974,2,1373.66
53974,3,1555.57
53974,4,1915.68
53974,5,1737.92
53974,6,2219.69
53974,7,1799.3899999999999
53974,8,1523.0
53974,9,1753.04
53974,10,1817.42
53974,11,1497.42
53974,12,1813.08
53981,1,1436.6
53981,2,1007.4200000000001
53981,3,1220.28
53981,4,1326.53
53981,5,1870.53
53981,6,1342.09
53981,7,1229.48
53981,8,1741.95
53981,9,1045.17
53981,10,1143.15
53981,11,1483.96
53981,12,2029.17
53998,1,1059.3
53998,2,938.48
53998,3,835.19
53998,4,1168.93
53998,5,1150.5
53998,6,1128.25
53998,7,1359.56
53998,8,1115.84
53998,9,903.78
53998,10,1030.08
53998,11,1153.25
53998,12,1146.85
54013,1,1290.11
54013,2,1470.47
54013,3,1498.8799999999999
54013,4,1366.97
54013,5,1410.29
54013,6,1333.74
54013,7,1271.2
54013,8,1432.69
54013,9,1324.81
54013,10,1332.78
54013,11,1757.12
54013,12,1518.18
54075,1,2266.72
54075,2,2749.6
54075,3,3669.0
54075,4,2935.89
54075,5,2473.9100000000003
54075,6,2280.04
54075,7,2390.09
54075,8,2718.8199999999997
54075,9,2317.9900000000002
54075,10,2551.8599999999997
54075,11,2427.02
54075,12,2698.7200000000003
54088,1,1816.52
54088,2,1037.49
54088,3,1559.57
54088,4,1064.73
54088,5,1432.24
54088,6,1474.52
54088,7,1045.09
54088,8,1666.16
54088,9,1637.26
54088,10,1174.82
54088,11,1566.2
54088,12,1493.16
54096,1,1413.77
54096,2,996.26
54096,3,1390.53
54096,4,1244.7
54096,5,1180.68
54096,6,1102.37
54096,7,1120.47
54096,8,1692.44
54096,9,1277.74
54096,10,1193.55
54096,11,1180.65
54096,12,1069.29
54117,1,1535.75
54117,2,1323.34
54117,3,1298.21
54117,4,1353.83
54117,5,1478.21
54117,6,1271.52
54117,7,1352.61
54117,8,1137.7
54117,9,1172.37
54117,10,1251.33
54117,11,1184.56
54117,12,1420.64
54126,1,1425.53
54126,2,1183.1299999999999
54126,3,1452.58
54126,4,1416.05
54126,5,1621.98
54126,6,1254.74
54126,7,1430.25
54126,8,1376.62
54126,9,1240.55
54126,10,1304.93
54126,11,1363.87
54126,12,1807.0
54128,1,3277.3
54128,2,3058.0
54128,3,3430.59
54128,4,3140.4900000000002
54128,5,3964.71
54128,6,3131.87
54128,7,2720.19
54128,8,3220.46
54128,9,3095.51
54128,10,3387.14
54128,11,3773.73
54128,12,3969.5699999999997
54140,1,1474.69
54140,2,695.75
54140,3,1108.84
54140,4,1035.89
54140,5,874.22
54140,6,1064.11
54140,7,1311.69
54140,8,1142.56
54140,9,926.25
54140,10,1041.02
54140,11,1366.67
54140,12,1165.6
54148,1,1536.03
54148,2,1253.96
54148,3,1756.63
54148,4,1328.1499999999999
54148,5,1779.8
54148,6,1673.72
54148,7,1433.23
54148,8,1509.92
54148,9,1226.49
54148,10,1818.84
54148,11,1781.68
54148,12,1774.85
54151,1,1829.27
54151,2,1842.08
54151,3,2637.13
54151,4,2218.09
54151,5,1814.89
54151,6,1670.64
54151,7,1973.15
54151,8,1803.65
54151,9,1760.27
54151,10,2812.59
54151,11,2324.67
54151,12,2585.65
54154,1,3168.3199999999997
54154,2,2778.94
54154,3,2107.44
54154,4,2460.35
54154,5,2818.56
54154,6,2874.9300000000003
54154,7,2796.5699999999997
54154,8,2850.65
54154,9,2991.04
54154,10,2153.78
54154,11,2120.46
54154,12,3113.35
54155,1,1862.57
54155,2,1658.15
54155,3,1789.59
54155,4,1767.62
54155,5,2293.18
54155,6,1759.93
54155,7,2105.45
54155,8,1710.1
54155,9,1656.29
54155,10,1831.56
54155,11,2016.88
54155,12,2877.34
54159,1,1169.23
54159,2,1062.85
54159,3,874.88
54159,4,1370.02
54159,5,1247.83
54159,6,1136.77
54159,7,1321.82
54159,8,1254.3600000000001
54159,9,1282.24
54159,10,971.5600000000001
54159,11,1334.6299999999999
54159,12,1774.84
54161,1,2513.55
54161,2,2248.32
54161,3,2019.8
54161,4,2446.92
54161,5,2967.1200000000003
54161,6,2166.54
54161,7,2900.04
54161,8,3100.61
54161,9,2939.21
54161,10,2213.16
54161,11,2957.75
54161,12,2988.1800000000003
54176,1,1865.68
54176,2,2458.2000000000003
54176,3,1770.56
54176,4,2596.97
54176,5,2517.93
54176,6,2155.26
54176,7,1581.3
54176,8,2338.43
54176,9,1665.64
54176,10,2256.89
54176,11,2185.45
54176,12,1587.06
54200,1,1510.17
54200,2,1920.15
54200,3,1806.72
54200,4,1316.44
54200,5,1644.28
