from_totally_fake_account,recency,frequency,monetary,r_score,f_score,m_score
52075,2,1062,15229.6,2,2,1
52078,0,1080,28067.36,1,2,3
52083,0,1264,20530.84,1,3,2
52122,0,1840,18856.16,1,4,2
52141,0,1124,30992.12,1,2,4
52150,0,1583,23732.89,1,4,3
52153,0,1132,12765.27,1,2,1
52158,0,1459,19558.15,1,3,2
52200,1,1122,29805.34,2,2,4
52235,0,1216,30992.09,1,3,4
52239,0,2191,19064.91,1,4,2
52242,3,847,31592.59,3,1,4
52247,0,1603,35234.25,1,4,4
52269,0,1351,34117.44,1,3,4
52272,0,1446,15837.05,1,3,1
52287,0,1060,31597.09,1,2,4
52295,0,1085,33245.83,1,2,4
52302,1,1172,19707.77,2,3,2
52316,0,1193,32319.79,1,3,4
52317,0,804,30535.64,1,1,4
52318,1,1344,27311.22,2,3,3
52338,1,1091,20034.2,2,2,2
52347,1,992,19710.22,2,2,2
52365,0,1177,21945.43,1,3,3
52377,0,1055,19531.41,1,2,2
52410,0,1450,16189.87,1,3,1
52415,0,1276,17026.94,1,3,1
52422,0,879,31027.92,1,1,4
52481,0,1654,38454.93,1,4,4
52536,0,1691,34266.02,1,4,4
52561,0,2281,22880.63,1,4,3
52571,0,1096,29911.74,1,2,4
52580,0,887,27088.260000000002,1,1,3
52587,0,1277,35195.6,1,3,4
52591,0,1085,19313.17,1,2,2
52597,2,746,21959.62,2,1,3
52604,0,1844,19134.47,1,4,2
52609,2,1203,20528.0,2,3,2
52614,0,1774,20259.92,1,4,2
52617,0,1483,19846.99,1,3,2
52621,0,1012,20749.86,1,2,2
52625,1,1126,20407.66,2,2,2
52636,3,733,14326.47,3,1,1
52658,0,1108,32312.11,1,2,4
52673,0,1347,16827.39,1,3,1
52682,0,2119,39028.22,1,4,4
52689,0,1331,19298.3,1,3,2
52704,0,1772,21424.399999999998,1,4,3
52725,0,1597,18200.72,1,4,2
52731,0,1221,15869.12,1,3,1
52735,1,1266,24316.92,2,3,3
52738,1,1442,31768.3,2,3,4
52742,0,1973,19476.829999999998,1,4,2
52746,0,866,15716.26,1,1,1
52756,1,1063,18077.15,2,2,2
52766,0,1485,21542.72,1,3,3
52774,0,1404,27868.32,1,3,3
52790,1,884,20556.94,2,1,2
52798,1,956,16450.35,2,1,1
52800,0,1185,30053.53,1,3,4
52808,0,1309,30474.97,1,3,4
52815,0,1376,23844.23,1,3,3
52864,0,2196,26024.79,1,4,3
52871,0,1987,22934.35,1,4,3
52873,0,786,12346.89,1,1,1
52881,0,1639,25122.86,1,4,3
52883,1,947,34350.42,2,1,4
52897,0,1178,33998.71,1,3,4
52924,0,1905,16537.17,1,4,1
52934,0,1074,29475.16,1,2,4
52943,0,1229,31393.48,1,3,4
52955,0,1173,17969.94,1,3,2
52964,0,1028,31658.38,1,2,4
52969,1,1032,19361.5,2,2,2
52977,0,1292,19673.12,1,3,2
53000,0,1589,22548.63,1,4,3
53016,0,837,21137.64,1,1,3
53043,0,1167,18473.27,1,3,2
53054,0,1099,16372.8,1,2,1
53055,3,961,35379.03,3,1,4
53062,1,929,33402.2,2,1,4
53066,0,1579,17546.87,1,4,1
53100,0,1028,16554.47,1,2,1
53105,0,1081,30212.31,1,2,4
53125,0,1035,16322.91,1,2,1
53137,0,1450,29190.63,1,3,4
53145,0,1132,32266.35,1,2,4
53165,0,1857,22963.98,1,4,3
53166,0,1137,25508.47,1,2,3
53173,0,1130,28948.25,1,2,4
53177,0,1252,22201.06,1,3,3
53181,0,913,12934.7,1,1,1
53182,0,927,31751.39,1,1,4
53207,1,1090,21105.84,2,2,3
53215,0,1405,21567.0,1,3,3
53217,0,1081,17349.03,1,2,1
53229,0,945,13039.61,1,1,1
53235,0,1756,32600.25,1,4,4
53258,0,1726,19500.98,1,4,2
53271,1,868,12610.84,2,1,1
53275,0,1509,25034.77,1,4,3
53280,0,1235,27784.96,1,3,3
53310,0,1613,19396.04,1,4,2
53315,0,1750,23134.33,1,4,3
53329,0,922,13450.85,1,1,1
53335,0,1338,15912.32,1,3,1
53354,2,777,17668.62,2,1,1
53367,1,1188,20499.4,2,3,2
53386,1,1163,22044.13,2,3,3
53388,0,1096,15592.02,1,2,1
53399,0,1155,32915.44,1,3,4
53425,0,696,24345.15,1,1,3
53431,0,962,13005.76,1,1,1
53440,0,960,15024.67,1,1,1
53441,0,2198,23525.61,1,4,3
53444,0,1226,36563.93,1,3,4
53449,1,987,34331.7,2,1,4
53453,0,1004,32069.58,1,2,4
53457,0,1830,34705.32,1,4,4
53471,0,1510,26160.29,1,4,3
53481,0,1058,20750.36,1,2,2
53494,1,1757,24034.77,2,4,3
53511,0,1008,19357.91,1,2,2
53512,0,1434,19202.03,1,3,2
53525,0,1726,19825.46,1,4,2
53527,0,1580,13438.08,1,4,1
53532,0,1253,16687.88,1,3,1
53534,1,1029,20920.07,2,2,2
53536,0,1930,26079.87,1,4,3
53545,0,1076,19808.06,1,2,2
53586,1,840,33231.95,2,1,4
53592,0,1009,31769.21,1,2,4
53605,0,990,15167.39,1,2,1
53615,0,2011,22210.86,1,4,3
53618,0,1100,18021.13,1,2,2
53625,1,988,33926.11,2,1,4
53637,2,1018,25937.2,2,2,3
53668,0,1208,20586.18,1,3,2
53674,2,901,12354.68,2,1,1
53677,0,1072,31373.94,1,2,4
53678,0,1735,33461.61,1,4,4
53693,0,748,19542.19,1,1,2
53703,1,924,16818.34,2,1,1
53710,0,1516,17452.26,1,4,1
53730,0,930,25722.22,1,1,3
53734,0,1143,16997.84,1,2,1
53737,0,1112,18356.21,1,2,2
53759,0,1181,18363.36,1,3,2
53781,0,1392,25773.85,1,3,3
53795,2,1167,20948.86,2,3,2
53797,2,930,29383.71,2,1,4
53806,1,993,32270.83,2,2,4
53807,0,1655,26251.14,1,4,3
53813,0,1048,16766.18,1,2,1
53816,0,1297,32794.03,1,3,4
53826,1,919,30582.2,2,1,4
53842,0,1605,15985.22,1,4,1
53873,0,1060,14881.97,1,2,1
53898,0,910,33420.12,1,1,4
53900,0,890,33344.93,1,1,4
53917,1,918,19954.63,2,1,2
53929,0,1053,16145.78,1,2,1
53932,0,856,27852.78,1,1,3
53940,2,1141,23257.58,2,2,3
53953,3,873,18674.06,3,1,2
53974,0,1164,21195.84,1,3,3
53981,1,894,16876.33,2,1,1
53998,0,1384,12990.01,1,3,1
54013,0,1000,17007.24,1,2,1
54075,0,1158,31479.66,1,3,4
54088,0,973,16967.76,1,1,1
54096,1,757,14862.45,2,1,1
54117,0,1130,15780.07,1,2,1
54126,0,1672,16877.23,1,4,1
54128,0,1092,40169.56,1,2,4
54140,0,883,13207.29,1,1,1
54148,0,1551,18873.3,1,4,2
54151,0,1823,25272.079999999998,1,4,3
54154,0,1164,32234.39,1,3,4
54155,0,2362,23328.66,1,4,3
54159,0,1098,14801.03,1,2,1
54161,0,1566,31461.2,1,4,4
54176,0,731,24979.37,1,1,3
54200,0,940,20152.76,1,1,2
54217,0,1083,17829.07,1,2,2
54218,0,1357,21554.06,1,3,3
54221,0,1063,21076.8,1,2,3
54255,0,929,13949.3,1,1,1
54260,0,908,32495.55,1,1,4
54264,1,1248,34638.01,2,3,4
54265,0,728,32471.17,1,1,4
54289,0,1502,19602.52,1,4,2
54294,0,1838,38812.590000000004,1,4,4
54297,0,881,21856.87,1,1,3
54319,1,1036,29726.77,2,2,4
54322,0,1030,18550.81,1,2,2
54327,0,1765,33201.88,1,4,4
54329,1,1235,17901.81,2,3,2
54336,1,1147,18206.4,2,2,2
54340,0,1654,18849.76,1,4,2
54369,0,1945,21173.87,1,4,3
54397,0,1697,21030.079999999998,1,4,3
54419,0,1095,13406.64,1,2,1
54435,0,1017,15284.73,1,2,1
54445,0,1246,20856.95,1,3,2
54451,0,1660,39327.0,1,4,4
54469,1,1316,21059.99,2,3,3
54487,0,1810,32232.29,1,4,4
54488,2,828,16564.94,2,1,1
54495,0,1279,32225.44,1,3,4
54512,0,1003,29568.94,1,2,4
54518,0,1436,18914.06,1,3,2
54548,0,1888,16986.0,1,4,1
54550,0,801,22344.12,1,1,3
54559,0,1699,25832.15,1,4,3
54602,0,1238,18984.5,1,3,2
54640,0,1963,20481.309999999998,1,4,2
54641,0,1045,21471.41,1,2,3
54663,0,1773,17074.14,1,4,1
54709,0,1713,15031.71,1,4,1
54728,0,1244,16578.54,1,3,1
54731,1,1052,22930.38,2,2,3
54733,0,1018,19267.07,1,2,2
54740,0,1631,16780.62,1,4,1
54748,2,903,35410.82,2,1,4
54752,0,1103,30194.13,1,2,4
54775,0,923,26251.16,1,1,3
54791,0,1038,21718.17,1,2,3
54818,1,839,34350.72,2,1,4
54847,0,1974,37118.87,1,4,4
54859,0,1085,19465.260000000002,1,2,2
54869,1,1019,18833.44,2,2,2
54877,0,1683,20995.47,1,4,2
54886,1,945,27731.88,2,1,3
54900,0,1028,34078.91,1,2,4
54921,0,1703,32242.98,1,4,4
54926,0,1115,17100.13,1,2,1
54940,0,1105,29262.09,1,2,4
54941,0,1648,19377.7,1,4,2
54977,0,1223,13303.47,1,3,1
54978,0,1187,37293.6,1,3,4
54983,0,1526,31309.16,1,4,4
54995,1,1153,23488.8,2,2,3
55011,0,1103,16112.5,1,2,1
55024,1,1209,24924.86,2,3,3
55030,0,1804,18342.23,1,4,2
55042,0,1142,22803.64,1,2,3
55051,0,1168,28812.41,1,3,3
55052,0,1413,28333.91,1,3,3
55055,0,972,29358.09,1,1,4
55061,0,892,21150.36,1,1,3
55069,0,1736,17499.0,1,4,1
55071,0,755,30013.14,1,1,4
55075,1,1200,21495.16,2,3,3
55077,0,1813,24318.69,1,4,3
55099,0,1808,20697.27,1,4,2
55110,0,1332,20616.76,1,3,2
55112,0,1796,19855.02,1,4,2
55115,0,1698,22509.77,1,4,3
55119,0,1098,15513.81,1,2,1
55122,0,1113,19797.61,1,2,2
55134,0,1212,19107.21,1,3,2
55151,1,986,23680.52,2,1,3
55165,0,957,13744.39,1,1,1
55170,2,1039,20580.14,2,2,2
55179,0,1105,24288.57,1,2,3
55196,0,2009,23844.46,1,4,3
55201,0,1767,23012.27,1,4,3
55206,2,1376,19608.43,2,3,2
55218,0,1134,23641.170000000002,1,2,3
55236,0,1537,25574.12,1,4,3
55251,1,1055,33013.28,2,2,4
55254,0,1607,15291.36,1,4,1
55270,0,971,33540.12,1,1,4
55286,0,1753,18551.27,1,4,2
55294,0,1088,29281.66,1,2,4
55302,0,898,32252.32,1,1,4
55303,1,1282,14824.54,2,3,1
55314,0,1713,22209.64,1,4,3
55326,0,1379,12504.96,1,3,1
55328,1,1008,30282.0,2,2,4
55372,0,868,27223.91,1,1,3
55374,1,904,24615.81,2,1,3
55375,0,1655,17022.86,1,4,1
55393,0,1644,31072.63,1,4,4
55404,0,937,23127.2,1,1,3
55416,0,1185,30176.1,1,3,4
55424,1,1298,20229.12,2,3,2
55431,0,1190,19163.26,1,3,2
55446,2,1084,26942.21,2,2,3
55457,0,990,19714.5,1,2,2
55467,1,1070,13567.7,2,2,1
55472,0,1594,20832.59,1,4,2
55474,1,935,21770.19,2,1,3
55475,0,1703,19821.72,1,4,2
55481,0,1102,26265.78,1,2,3
55491,0,949,34422.93,1,1,4
55532,0,963,14928.33,1,1,1
55538,0,1797,20366.89,1,4,2
55540,1,977,13800.31,2,1,1
55544,0,1083,16203.37,1,2,1
55547,0,1787,37045.19,1,4,4
55548,0,2047,32080.03,1,4,4
55551,0,1858,19490.46,1,4,2
55561,0,1847,32812.33,1,4,4
55565,0,1982,23656.67,1,4,3
55567,0,1600,24509.59,1,4,3
55569,0,1098,33221.7,1,2,4
55586,0,1171,32448.63,1,3,4
55587,0,1360,16467.54,1,3,1
55588,3,774,27774.78,3,1,3
55618,1,1068,15067.34,2,2,1
55621,0,993,17439.99,1,2,1
55626,0,1634,13963.55,1,4,1
55634,0,1142,19775.68,1,2,2
55646,0,1071,21883.25,1,2,3
55655,0,888,17046.75,1,1,1
55657,0,987,20399.74,1,1,2
55658,0,817,36106.5,1,1,4
55681,0,1166,27661.74,1,3,3
55684,0,1696,21078.95,1,4,3
55685,2,768,36935.14,2,1,4
55699,0,1744,24054.62,1,4,3
55705,0,1220,16649.87,1,3,1
55706,0,850,14687.34,1,1,1
55709,0,1104,30560.74,1,2,4
55728,0,1609,18023.64,1,4,2
55733,0,901,16223.22,1,1,1
55739,0,923,31336.13,1,1,4
55744,0,1269,18436.93,1,3,2
55760,1,842,29219.14,2,1,4
55772,0,1579,16942.65,1,4,1
55787,0,2192,20347.28,1,4,2
55810,0,651,15799.09,1,1,1
55812,1,741,15204.11,2,1,1
55817,0,1571,20276.26,1,4,2
55827,0,1004,18230.84,1,2,2
55850,1,941,15589.68,2,1,1
55856,0,952,16372.849999999999,1,1,1
55862,0,1124,25702.32,1,2,3
55868,0,1967,14188.95,1,4,1
55873,0,1138,23198.82,1,2,3
55890,1,1179,17087.6,2,3,1
55904,1,848,16458.920000000002,2,1,1
55931,1,1165,25689.57,2,3,3
55936,0,1311,23339.04,1,3,3
55937,0,943,21641.13,1,1,3
55938,1,436,31507.7,2,1,4
55944,0,1158,35966.42,1,3,4
55952,0,691,9833.42,1,1,1
55964,1,1291,33004.39,2,3,4
55976,0,1716,18678.8,1,4,2
55986,0,1393,24230.21,1,3,3
55991,0,1039,10598.53,1,2,1
56002,0,873,17895.34,1,1,2
56012,0,1279,21336.44,1,3,3
56045,0,1038,19695.93,1,2,2
56065,0,1130,17343.19,1,2,1
56067,0,740,13334.08,1,1,1
56069,0,1760,22084.25,1,4,3
56071,0,1764,32734.48,1,4,4
56074,0,1660,29541.59,1,4,4
56077,0,1077,16382.69,1,2,1
56083,0,1356,22760.34,1,3,3
56087,0,1424,32611.14,1,3,4
56099,1,789,29963.4,2,1,4
56105,0,1788,22295.77,1,4,3
56132,0,1324,23253.38,1,3,3
56140,0,1355,15248.45,1,3,1
56158,0,1625,18700.84,1,4,2
56174,0,1733,19196.3,1,4,2
56218,0,816,32737.93,1,1,4
56233,0,1580,28511.93,1,4,3
56235,0,1522,27096.56,1,4,3
56239,0,1405,31233.43,1,3,4
56254,0,1073,29954.78,1,2,4
56260,0,1152,16806.01,1,2,1
56313,0,1477,38480.98,1,3,4
56325,0,1594,18606.19,1,4,2
56327,0,984,12774.23,1,1,1
56337,0,2198,36319.79,1,4,4
56352,0,1192,29591.52,1,3,4
56377,0,1797,22725.0,1,4,3
56384,0,928,20504.53,1,1,2
56402,2,630,9143.51,2,1,1
56404,0,1126,21899.98,1,2,3
56405,0,1552,30106.47,1,4,4
56412,2,999,21887.34,2,2,3
56434,0,1175,18388.66,1,3,2
56444,0,893,31667.27,1,1,4
56458,0,774,16738.13,1,1,1
56482,0,1016,26666.16,1,2,3
56527,0,1481,29484.739999999998,1,3,4
56533,0,1306,20643.46,1,3,2
56542,0,1697,19658.84,1,4,2
56543,0,1951,38326.24,1,4,4
56551,3,619,13722.16,3,1,1
56592,0,1547,15951.58,1,4,1
56596,0,1007,26325.32,1,2,3
56597,0,1327,17515.38,1,3,1
56599,0,1136,13411.12,1,2,1
56636,0,925,16448.92,1,1,1
56646,0,854,13640.36,1,1,1
56688,0,1684,18991.2,1,4,2
56704,0,1263,21838.02,1,3,3
56707,0,1548,20178.67,1,4,2
56726,0,1345,25743.64,1,3,3
56748,0,1498,23149.78,1,3,3
56814,0,1294,14944.39,1,3,1
56819,0,1503,18426.16,1,4,2
56826,0,1109,16168.93,1,2,1
56828,1,1089,16065.54,2,2,1
56849,0,1082,28233.82,1,2,3
56851,0,1714,18643.15,1,4,2
56882,0,1245,32910.15,1,3,4
56896,1,1030,15520.03,2,2,1
56907,0,936,31097.07,1,1,4
56920,0,1447,17963.42,1,3,2
56932,0,1604,17217.43,1,4,1
56961,0,1279,25468.06,1,3,3
56976,1,936,12713.68,2,1,1
56979,0,1227,18523.77,1,3,2
56983,0,1492,30091.97,1,3,4
56990,0,926,17198.22,1,1,1
57015,0,1589,21767.22,1,4,3
57045,2,1102,16487.87,2,2,1
57047,0,847,15032.47,1,1,1
57059,0,1537,20410.03,1,4,2
57064,0,1619,16408.01,1,4,1
57069,1,1078,31471.7,2,2,4
57070,1,1033,27331.64,2,2,3
57078,0,1294,18447.11,1,3,2
57079,0,1266,26633.94,1,3,3
57080,0,1466,21684.28,1,3,3
57098,0,1404,32916.56,1,3,4
57103,0,956,16476.84,1,1,1
57137,0,1684,19216.16,1,4,2
57161,0,1248,15477.43,1,3,1
57171,0,1805,36419.69,1,4,4
57204,0,1142,16803.83,1,2,1
57213,0,1592,28356.85,1,4,3
57219,1,979,14489.18,2,1,1
57225,0,1115,12687.89,1,2,1
57235,0,737,8637.63,1,1,1
57237,0,1035,21433.79,1,2,3
57276,4,803,13933.83,3,1,1
57313,0,1281,36553.8,1,3,4
57317,0,1358,15352.960000000001,1,3,1
57365,0,1140,31173.43,1,2,4
57372,0,1885,24240.18,1,4,3
57379,0,1513,33812.73,1,4,4
57389,0,951,19586.35,1,1,2
57400,0,1441,33629.57,1,3,4
57404,0,913,35504.71,1,1,4
57414,0,961,31166.62,1,1,4
57425,0,1848,34296.83,1,4,4
57429,0,776,28896.03,1,1,3
57433,0,1702,21576.94,1,4,3
57436,0,935,31439.41,1,1,4
57450,0,1789,19006.23,1,4,2
57468,1,1100,22656.8,2,2,3
57473,0,1199,33875.58,1,3,4
57549,0,1199,23573.92,1,3,3
57564,0,1142,14534.04,1,2,1
57569,0,1487,39808.38,1,3,4
57609,0,1319,21557.96,1,3,3
57622,0,1266,26735.71,1,3,3
57624,1,732,18727.29,2,1,2
57639,1,1041,21245.37,2,2,3
57645,0,1421,27030.51,1,3,3
57655,1,1486,36938.3,2,3,4
57657,0,906,37741.13,1,1,4
57662,0,1086,30194.28,1,2,4
57668,0,1168,16984.57,1,3,1
57672,2,989,17063.66,2,1,1
57690,0,1708,19257.35,1,4,2
57717,0,1974,32803.62,1,4,4
57731,1,1075,17711.5,2,2,2
57736,0,1305,33712.05,1,3,4
57740,2,1070,22349.75,2,2,3
57745,0,956,18015.64,1,1,2
57766,1,1156,33763.68,2,3,4
57772,0,859,11007.7,1,1,1
57778,0,1210,22732.42,1,3,3
57799,0,1145,19638.97,1,2,2
57828,0,1230,16382.68,1,3,1
57850,0,1514,15661.99,1,4,1
57888,0,895,14747.5,1,1,1
57893,0,1296,20967.01,1,3,2
57919,0,1119,16539.01,1,2,1
57942,1,1005,27447.89,2,2,3
57949,0,887,22071.05,1,1,3
57950,0,1513,15383.18,1,4,1
57964,0,1069,16830.69,1,2,1
57987,0,943,17188.86,1,1,1
57993,0,1428,20864.17,1,3,2
57995,0,1700,27012.14,1,4,3
58008,1,1233,22581.15,2,3,3
58022,0,1163,20135.12,1,3,2
58032,0,1036,16517.92,1,2,1
58076,0,941,9246.63,1,1,1
58078,0,1763,37236.94,1,4,4
58086,1,717,13181.78,2,1,1
58104,0,1857,30333.29,1,4,4
58105,0,1248,15197.69,1,3,1
58108,1,936,16999.81,2,1,1
58115,0,1177,19329.63,1,3,2
58122,1,831,29660.46,2,1,4
58141,0,1805,16266.39,1,4,1
58144,0,1716,18503.69,1,4,2
58147,0,665,26245.15,1,1,3
58150,1,810,10246.57,2,1,1
58160,3,905,28704.54,3,1,3
58168,0,1044,27943.54,1,2,3
58170,0,1558,21094.48,1,4,3
58178,3,1004,18771.51,3,2,2
58200,0,1771,32644.36,1,4,4
58223,0,1464,20199.73,1,3,2
58269,0,995,29491.2,1,2,4
58317,0,1790,17668.61,1,4,1
58322,0,1882,24929.77,1,4,3
58346,0,1093,17585.73,1,2,1
58351,0,1637,24326.04,1,4,3
58354,1,638,9547.19,2,1,1
58372,1,1105,33426.43,2,2,4
58398,0,1524,20728.77,1,4,2
58400,0,1794,21932.07,1,4,3
58427,0,1353,21749.82,1,3,3
58428,0,2198,18407.09,1,4,2
58439,0,1028,21716.7,1,2,3
58450,0,1401,22199.32,1,3,3
58479,0,1730,32991.48,1,4,4
58481,0,922,21669.92,1,1,3
58517,1,985,29747.25,2,1,4
58523,0,1272,36024.32,1,3,4
58531,0,1132,36217.0,1,2,4
58557,1,717,17779.05,2,1,2
58571,1,1029,17689.23,2,2,1
58592,0,805,28754.32,1,1,3
58611,0,1618,35970.49,1,4,4
58626,1,986,16977.21,2,1,1
58652,0,1727,16058.7,1,4,1
58665,0,1962,20541.14,1,4,2
58676,1,1311,23434.43,2,3,3
58689,0,923,18792.89,1,1,2
58697,0,1439,20713.21,1,3,2
58701,0,1176,31156.21,1,3,4
58731,0,902,16835.36,1,1,1
58798,3,790,32118.89,3,1,4
58813,0,1411,25744.26,1,3,3
58815,0,950,17482.2,1,1,1
58870,0,1122,32313.66,1,2,4
58881,0,1857,23166.94,1,4,3
58890,0,1251,33196.979999999996,1,3,4
58898,0,1436,14486.36,1,3,1
58904,2,851,16731.0,2,1,1
58910,0,1260,18700.73,1,3,2
58922,0,1555,11902.69,1,4,1
58933,0,1657,25453.66,1,4,3
58959,0,1869,17386.0,1,4,1
58961,0,2045,22224.43,1,4,3
58967,0,1000,26253.05,1,2,3
58969,0,1717,19021.63,1,4,2
58977,0,1926,39163.63,1,4,4
59000,0,875,26162.68,1,1,3
59001,0,1397,31390.05,1,3,4
59005,0,1362,28190.24,1,3,3
59024,0,1099,13349.04,1,2,1
59036,0,1104,16522.1,1,2,1
59042,0,1198,18805.69,1,3,2
59047,0,1707,31433.08,1,4,4
59055,0,1359,17091.2,1,3,1
59067,0,749,32032.27,1,1,4
59081,2,992,33518.73,2,2,4
59092,0,1694,19027.3,1,4,2
59100,0,1409,20190.89,1,3,2
59103,0,1145,23181.21,1,2,3
59131,0,1166,22818.170000000002,1,3,3
59151,0,2207,18343.88,1,4,2
59155,2,891,18516.17,2,1,2
59156,0,840,28781.29,1,1,3
59180,0,1770,21074.35,1,4,3
59183,0,761,24399.02,1,1,3
59207,0,1047,16502.43,1,2,1
59228,0,966,16187.47,1,1,1
59239,1,1142,30922.94,2,2,4
59247,0,858,14020.07,1,1,1
59255,0,2042,20688.09,1,4,2
59256,0,1048,14197.07,1,2,1
59294,0,1271,23945.44,1,3,3
59298,0,1132,18847.63,1,2,2
59300,0,1078,17425.31,1,2,1
59317,0,2081,33765.51,1,4,4
59318,0,1434,34650.05,1,3,4
59320,0,1072,33032.06,1,2,4
59352,0,1582,30800.37,1,4,4
59356,0,816,20516.15,1,1,2
59370,0,1634,27021.47,1,4,3
59374,0,717,10634.96,1,1,1
59376,0,1038,28867.56,1,2,3
59389,0,974,17157.86,1,1,1
59394,0,1116,19250.72,1,2,2
59410,1,1015,16762.79,2,2,1
59429,0,745,13225.14,1,1,1
59436,0,1281,17912.94,1,3,2
59444,0,1886,25744.98,1,4,3
59458,0,1073,17400.57,1,2,1
59479,0,865,12301.31,1,1,1
59511,0,922,17936.63,1,1,2
59533,0,876,19174.48,1,1,2
59539,0,1783,25388.27,1,4,3
59544,0,1601,26693.5,1,4,3
59553,0,1617,14648.52,1,4,1
59554,0,1077,18500.36,1,2,2
59555,0,1398,16473.44,1,3,1
59579,0,1090,17705.12,1,2,2
59583,0,1205,31811.05,1,3,4
59593,0,879,9530.07,1,1,1
59605,1,734,14465.75,2,1,1
59606,1,1003,12061.15,2,2,1
59609,0,1790,35033.24,1,4,4
59631,0,987,15142.28,1,1,1
59639,1,1123,16173.22,2,2,1
59654,0,1068,18905.41,1,2,2
59678,2,904,29437.73,2,1,4
59680,0,743,29892.8,1,1,4
59697,0,1390,29276.98,1,3,4
59704,0,1500,31685.85,1,3,4
59712,0,1528,17665.19,1,4,1
59765,2,1226,17935.43,2,3,2
59775,0,1197,22093.35,1,3,3
59777,0,963,22967.65,1,1,3
59791,0,858,16986.94,1,1,1
59803,0,1049,28754.49,1,2,3
59810,1,1037,15353.24,2,2,1
59816,3,812,15095.91,3,1,1
59828,0,1777,19334.67,1,4,2
59834,0,1619,31613.16,1,4,4
59835,0,1158,20110.0,1,3,2
59846,0,1226,18845.12,1,3,2
59847,0,1930,20427.99,1,4,2
59864,0,1159,24129.73,1,3,3
59873,0,1649,31776.46,1,4,4
59874,0,963,20437.12,1,1,2
59886,0,1213,30125.64,1,3,4
59887,0,1737,34265.42,1,4,4
59889,1,1008,19068.600000000002,2,2,2
59899,0,1311,17678.57,1,3,1
59905,0,1723,20215.83,1,4,2
59923,0,1792,23528.51,1,4,3
59925,0,1081,18797.99,1,2,2
59926,2,1084,34807.51,2,2,4
59943,2,883,20405.32,2,1,2
59950,0,1347,20236.44,1,3,2
59959,0,1521,34596.14,1,4,4
59969,1,941,27481.71,2,1,3
59973,0,961,26090.23,1,1,3
59998,0,1127,18618.8,1,2,2
60008,0,790,14624.07,1,1,1
60056,0,1755,22821.83,1,4,3
60075,1,911,12974.36,2,1,1
60079,0,1374,17389.47,1,3,1
60086,0,1129,16707.22,1,2,1
60097,3,1082,17598.23,3,2,1
60126,0,1335,25405.64,1,3,3
60137,0,865,28179.08,1,1,3
60145,1,1142,14895.94,2,2,1
60160,2,1048,12544.19,2,2,1
60186,0,1278,18957.6,1,3,2
60188,0,1595,14519.21,1,4,1
60197,1,1258,26241.36,2,3,3
60223,0,1263,28133.88,1,3,3
60237,0,904,22363.54,1,1,3
60242,1,779,16586.0,2,1,1
60260,0,927,27861.55,1,1,3
60261,0,1113,18719.37,1,2,2
60262,1,1029,18159.74,2,2,2
60284,0,1676,19376.56,1,4,2
60295,0,1353,35488.43,1,3,4
60308,2,979,14247.04,2,1,1
60313,1,917,17407.0,2,1,1
60326,0,1138,17367.31,1,2,1
60330,0,1967,32624.260000000002,1,4,4
60339,0,1035,21208.22,1,2,3
60341,0,1709,32204.24,1,4,4
60345,0,1981,27417.86,1,4,3
60365,0,1076,29988.170000000002,1,2,4
60371,1,1030,16738.44,2,2,1
60373,0,1155,27632.32,1,3,3
60376,1,1099,18605.4,2,2,2
60402,0,1682,35568.55,1,4,4
60416,0,1688,19982.83,1,4,2
60419,0,831,26348.52,1,1,3
60424,1,1407,31795.77,2,3,4
60452,0,950,31564.16,1,1,4
60475,1,1066,21562.45,2,2,3
60476,0,1259,21943.26,1,3,3
60485,0,1727,15274.14,1,4,1
60504,0,1133,19100.09,1,2,2
60525,0,1297,34536.92,1,3,4
60535,0,1157,35590.3,1,3,4
60554,3,911,19507.09,3,1,2
60555,0,1687,15906.35,1,4,1
60558,1,1212,16365.58,2,3,1
60565,0,1133,16614.8,1,2,1
60597,0,1114,23519.94,1,2,3
60631,0,1212,29879.17,1,3,4
60666,0,1131,18068.53,1,2,2
60668,1,1137,14275.9,2,2,1
60672,0,1208,19016.05,1,3,2
60674,0,1526,23257.71,1,4,3
60678,0,1362,33223.81,1,3,4
60695,0,956,26877.39,1,1,3
60709,3,785,17110.48,3,1,1
60712,0,1106,15884.71,1,2,1
60749,0,1926,18578.83,1,4,2
60765,0,1101,20345.95,1,2,2
60780,0,1434,36050.25,1,3,4
60785,2,762,16212.92,2,1,1
60816,0,1615,17592.57,1,4,1
60841,3,932,32692.35,3,1,4
60846,0,1897,32149.57,1,4,4
60852,0,1141,15404.27,1,2,1
60859,0,1631,30380.5,1,4,4
60871,0,1577,18626.87,1,4,2
60882,0,1573,21428.78,1,4,3
60888,0,1948,25273.35,1,4,3
60891,0,1399,20821.69,1,3,2
60910,0,1295,28507.52,1,3,3
60912,0,1345,34665.72,1,3,4
60919,1,954,18218.11,2,1,2
60925,1,891,20342.7,2,1,2
60959,1,952,25206.93,2,1,3
60960,0,1295,25218.97,1,3,3
60964,0,1668,32604.92,1,4,4
60971,0,845,18446.1,1,1,2
61001,0,1011,27592.21,1,2,3
61005,0,1148,37030.01,1,2,4
61024,0,1390,17687.81,1,3,1
61041,0,1944,15725.88,1,4,1
61083,0,1384,20442.38,1,3,2
61086,0,1256,35044.53,1,3,4
